Material ID,Description
"000312636347008002","Dicor engine Part2"
"00034_A","infodba"
"00035_B","infodba"
"00038_A","infodba"
"001150010200000120","infodba"
"073-0476-100","BOBBIN"
"0730-1A-1201-S-LF","FG Relay"
"100000000000000000","Ziegler-Natta catalysts"
"100000000000000001","Monomer Hydrogen"
"1011604580000_1","C. ANTERIORE SX 520   (R)"
"10BR0140025A-HANA1","NASTRO CUSN6 14X0,25 H180-ierp"
"10BR0140025A-IERP","NASTRO CUSN6 14X0,25 H180-ierp"
"10BR0140025A-JUL","NASTRO CUSN6 14X0,25 H180"
"10BR0140025A-M","Test Demo-020323"
"10BR0140025A-SAM","NASTRO CUSN6 14X0,25 H180"
"10BR0140025A1","NASTRO CUSN6 14X0,25 H180"
"10GRRHE036102","test material312"
"10GRRHE0361023","test material313"
"1150-0102_A.1","t"
"11500102-00000021","Test"
"11500102-00000062","Test"
"11500102-00000064","Test"
"11500102-00000120","Test"
"11500102-00000123","test"
"11500102-00000193","Test"
"11500102-00000234","Test"
"11500102-00000237","Test"
"11500102-00000256","Test"
"11500102-00000259","Test"
"11500102-00000260","Test"
"11500102-00000262","Test"
"11500102-00000264","Test"
"11500102_A.1","t"
"1200CC_ENGINE","1200 cc engine type"
"1234B","abcd"
"1500CC_ENGINE","1500cc engine type"
"150CC_ENG","150 cc Engine"
"150_ENGINE","150 cc Engine for J_KMAT"
"150_RAW01","Raw Material 01 for 150cc Engine"
"150_RAW02","Raw Material 02 for 150cc Engine"
"150_RAW03","Raw Material 03 for 150cc Engine"
"17700SEL T011M1","PIPE COMP,FUEL FEED"
"17700SELT011M1","PIPE COMP,FUEL FEED"
"17700SELT011M2","PIPE COMP,FUEL FEED"
"17700SELT011M4","Lotus Training Material"
"1A067PS02602FG","GEAR BOX_MOUNT BKT-D_BATCH"
"1A067PS02602FG1","FONDELLO VERDE   <R>-<S>"
"1A067PS090302FG","Vehicle Final Assembly"
"1A067PS0903SFG","Vehicle Semil Assembly"
"1A067PS0904SFG","Vehicle Semil Assembly 2"
"1A067TESTECN","TEST123_new"
"1A067TESTECN01","GEAR BOX_MOUNT BKT-D_BATCH"
"1A06S0260ROH","CRANK_MOUNT BKT-D_BATCH"
"1A06S0260ROH1","CRANK_MOUNT BKT-D_BATCH"
"1A0830FG001","CORPO SOVRASTAMPATO PIATTO"
"1A0830ROH001","Stearing Mechanisum Assembly PS"
"1A0FG23001","NEXON_VEHICLE"
"1A0FG23004B","Blue Color Body"
"1A0FG23004G","Green Color Body"
"1A0FG23004R","Red Color BODY"
"1A0FG23004T","FF MAT for VMS"
"1A0FG23004_1200CC","1200CC Engine"
"1A0FG23004_1500CC","1500CC Engine"
"1A0FG23004_1600CC","1600CC Engine"
"1A0FG23004_CEAT","CEAT TYRES"
"1A0FG23004_MRF","MRF TYRES"
"1A0FG23004_TVS","TVS TYRES"
"1A0RH23001","RED COLOR"
"1A0RH23002","BLUE COLOR"
"1A0RH23003","GREEN"
"1A0RH23004","ENGINE 1200CC"
"1A0RH23005","ENGINE 1500CC"
"1A0RH23006","ENGINE 1600CC"
"1A0RH23007","MRF"
"1A0RH23008","CEAT"
"1A0RH23009","TVS TYRES"
"1AFG0001","FG_Batch"
"1AFG0002","FG_Batch_123"
"1AROH0001","ROH_Batch"
"1ROH0002","ROH_Batch"
"1ROH0003","Test"
"2000CC_ENGINE","2000cc engine type"
"200CC_ENG","200 cc Engine"
"200_ENGINE","200 cc Engine for J_KMAT"
"200_RAW01","Raw Material 01 for 200cc Engine"
"200_RAW02","Raw Material 02 for 200cc Engine"
"200_RAW03","Raw Material 03 for 200cc Engine"
"20400511HD01","Testing material for eWM"
"2056653071100MTO","GROUND ASSEMBLY"
"20974742000R","Premium Hyper Connected Electric Car"
"20974742000R_OXI","Lotus Car - Evora"
"28340420000R1","Body Right"
"28340420123R","MYTEST"
"28340420345R","Corpo"
"28340420ASY","Assembly Material"
"28340420COMP1","Componenet Material 1"
"28340420COMP2","Componenet Material 2"
"283432678007   BLK","chassis part7 colored Black"
"283432678007   WHT","chassis part7 colored white"
"283432678008   BLK","chassis part8 colored black"
"283432678008   WHT","chassis part8 colored white"
"2B18122017C1","Assembly Item2"
"2B18122017C2","Assembly Item2"
"2_MOTOR_AWD","2 Motor_AWD"
"300000001_IDOC","BODY BLACK B1001 FG - IDOC"
"300000001_IDOC3","BODY BLACK B1001 FG - IDOC3"
"300000001_IDOC4","BODY BLACK B1001 BSS - IDOC4"
"312636347005   BLU","312636347005_BLUE"
"312636347005   RED","312636347005_RED"
"312636347005BLU","312636347005_Blue"
"312636347005RED","312636347005_Red"
"312636347006   BLU","312636347006_BLUE"
"312636347006   RED","312636347006_RED"
"312636347006BLU","312636347006_Blue"
"312636347006RED","312636347006_Red"
"31263634700A1","31263634700A1"
"31263634700A2","31263634700A2"
"31263634700A3","31263634700A3"
"35A","infodba (infodba)"
"3_MOTOR_AWD","3 Motor_AWD"
"400000000000000000","Polypropylene"
"4B18122017F","Test"
"53818471-00016624","infodba"
"53818471-00016625","infodba"
"54455424000R3612","31263634700A3"
"5B18122017F","Assembly Item2"
"643C","VIM Packaging Material"
"71000198-01","Par4rft2"
"765-0100-30GF","NYLON 66 30%GF COLOUR NATURAL"
"769-0100-30GF","RUNNER OF NYLON 66 30%GF NATUR"
"76A-0100-30GF","NYLON 66 30%GF RE-EXTRUDED"
"A-0000185-01","wewqewqe"
"A-0000186-01","test part to fgdfg"
"A00","Finished MAT"
"A00001900013","C104501220SUFSHGXRWG550AZ150B-AU"
"A00001900014","r1"
"A00001900015","C104501220SKBSHGXRWG550AZ150B-AU"
"A00001900016","C104501220SUFSHGXRWG550AZ150B-AU"
"A00001900017","C104501220HELSHGXRWG550AZ150B-AU"
"A00001900018","C104501220PAESHGXRWG550AZ150B-AU"
"A00001900019","C104501220TBASHGXRWG550AZ150B-AU"
"A00001900020","C104501220SUFSHGXRWG550AZ150B-AU"
"A00001900021","C104501220SUFSHGXRWG550AZ150B-AU"
"A00001900041","C104501220AQBSHGXRWG550AZ150B-AU"
"A0003107505","TESTING MATERIAL FOR RIVIAN"
"A01","raw mat"
"A02","raw mat"
"A03","convert"
"A1","Material1 Description"
"A1200","For beverages"
"A120_21","TEST1"
"A1GAA","Fixed Roof"
"A1GAP","Glass Panoramic Roof"
"A1_TSAL","Finished Assembly A"
"A1_TSAL_1","Finished Assembly A"
"A2_TSAL","Finished Assembly A2"
"A2_TSAL_1","Finished Assembly A2"
"A3_TSAL","Finished Assembly A3"
"A71900091","Par4rft2"
"A71900092","Part2"
"A71900093","Part2"
"A71900094","Part2"
"A71900095","Par4rft2"
"A9999","RAW METAL"
"ABC","ABC DATA"
"ABC-TEST","Test ABC"
"ABCD1","Test Data"
"ABCD2","Test Data"
"ACTIVA","ACTIVA"
"ACTIVA_150","ACTIVA 150"
"ACTIVA_150CC","ACTIVA 150CC"
"ACTIVA_150_BLK","ACTIVA 150 BLACK COLOR"
"ACTIVA_150_ENG","ACTIVA 150CC ENGINE"
"ACTIVA_150_RED","ACTIVA 150 RED COLOR"
"ACTIVA_150_SILVER","ACTIVA 150 SILVER COLOR"
"ACTIVA_220","ACTIVA 220"
"ACTIVA_220CC","ACTIVA 220CC"
"ACTIVA_220_ENG","ACTIVA 220CC ENGINE"
"ACTIVA_BATTERY_ROH","ACTIVA_BATTERY_ROH"
"ACTIVA_BLK","ACTIVA BLACK COLOR"
"ACTIVA_DELUXE","ACTIVA DELUXE"
"ACTIVA_ENG","ACTIVA ENGINE"
"ACTIVA_RED","ACTIVA RED COLOR"
"ACTIVA_SEAT_BENCH","ACTIVA SEAT TYPE BENCH"
"ACTIVA_SEAT_BUCKET","ACTIVA SEAT TYPE BUCKET"
"ACTIVA_SILVER","ACTIVA SILVER COLOR"
"ACTIVA_STANDARD","ACTIVA STANDARD"
"AH_AI001","ENG_AH_AI001"
"AH_AI002","ENG_AH_AI002"
"AJ_0602018_1","test1234gfhfjhg"
"AKHILI MEDICALS","Pharmacetucals"
"ALLOY_WHEEL","ALLOY WHEEL"
"ALLOY_WHEELS","ALLOY_wheels"
"ALTERNATOR","Alternator – 100 KVA"
"ALUMINIUM WHEEL","Aluminium Wheel for Car HS"
"ALUMINUM_WHEEL_20","20 Inch ALUMINUM_WHEEL"
"ALUMINUM_WHEEL_22","22 Inch ALUMINUM_WHEEL"
"ALU_SG","aluminium wheel"
"AMUL_500ML","Amul 500"
"APPLE_1","APPLE 1"
"ARDS3003510","470 Tata Pick UP (AUto Component RDS)"
"ARDS3003550","470 Tata Pick UP (AUto Component REP)"
"ARDS3003551","470 Tata Pick UP (AUto Component REP)"
"ARDS3003552","470 Tata Pick UP (AUto Component REP)"
"ASDCVFGH","sdcscs"
"ASSEMBLY 1","Assembly 1 - Gearbox"
"ASSEMBLY_HEADER001","Assembly 001"
"ASSY1","ASSY1"
"ASSY2","ASSY2"
"ASSY3","ASSY3"
"ASSY4","ASSY4"
"ASSY5","ASSY5"
"ASSY6","ASSY6"
"ASSY7","ASSY7"
"ASSY8","ASSY8"
"ASSY_RAW_01","Raw Material 01 for AG001"
"ASSY_RAW_02","Raw Material 02 for AG001"
"ASY1","Transaxle"
"ASY2","Body Interior"
"ASY21","Dash Board"
"ASY22","Seat Assy"
"ASY221","HANDLE"
"ASY222","Red Seat Cover 1"
"ASY223","Red Seat Cover 2"
"ASY224","White Seat Cover"
"ASY225","Green Seat Cover"
"ASY226","Black Seat Cover 1"
"ASY227","Black Seat Cover 2"
"ASY3","Electrical System"
"ASY31","Head Lamp"
"ASY32","Music System"
"ASY321","Speaker"
"ASY3211","SONY SPEAKERS"
"ASY32111","S1"
"ASY32112","S2"
"ASY3212","HARMAN SPEAKERS"
"ASY32121","H1"
"ASY32122","H2"
"ASY32123","H3"
"ASY32124","H4"
"ASY3213","S3"
"ASY3214","S4"
"ASY3215","S5"
"ASY3216","S6"
"ASY4","ENGINE"
"ASY41","Engine_1200CC"
"ASY411","Engine Component 1"
"ASY412","Engine Component 2"
"ASY42","Engine_1500CC"
"AT1213324","gdfgxfg"
"AV1","TEST"
"B-0000104-01","cvxzcvc sdf sdf fgdfgdfgdfg"
"B-0000105-01","vdfgdfgdfgdfgdfgfg chfghfghf"
"B-0000106-01","testttttttt"
"B00001900015","ENGINE"
"B00001900016","Chassy"
"B00001900031","ENGINE (HALB)"
"B1_TSAL","Higher Assembly B1"
"B1_TSAL_1","Higher Assembly B1"
"B2_TSAL","Higher Assembly B2"
"B2_TSAL_1","Higher Assembly B2"
"BATTERY SG","Battery for CARSG"
"BATTERY_CAR_HS","Battery for CAR HS"
"BATTERY_PACK","BATTERY_PACK"
"BATTER_12V","Battery 12V DC"
"BCKT_SEAT","Bucket Seat Type"
"BEDSHEET","Double bed"
"BENCH","Bench Seat Type for P_01"
"BENCHP","Bench Seat Type for Pulsar"
"BENCH_SEAT","Bench Seat Type for Product_FERT_KMAT"
"BIGBOX","Packaging Material for HANA"
"BIGBOX1","Packaging Material for HANA"
"BIKE_1","Bike 1"
"BIW01","Body-In-White 01"
"BIW02","Body-In-White 01"
"BIW_MATERIAL","BODY IN WHITE MATERIAL DETAILS"
"BLACK","COLOR FOR CAR"
"BLACK COLOR PAINT","RAW MATERIAL BLACK COLOR PAINT"
"BLACKP","BLACK COLOR FOR PULSAR"
"BLK_CLR","Black color"
"BLUE","ford blue"
"BLUEC","BLUE COLOR FOR CAR"
"BLUE_COLOR","Blue color for Product_FERT_KMAT"
"BNCH_SEAT","Bench Seat Type"
"BREAK","CAR BREAKS"
"BUCKET","Bucket Seat Type for P_01"
"BUCKETP","Bucket Seat Type for Pulsar"
"BUCKET_SEAT","Bucket Seat Type for Product_FERT_KMAT"
"BULK_1","HEX FL BOLT M6X20 TS17130-8.8-SS8451S2-Y"
"C-0000100-01","test 213445345 GFHFGHFGHF"
"C-0000101-01","fdxfgszfgdsg gxdfgfgg"
"C-0000102-01","test test"
"C00001900001","Auto components 01"
"C00001900001_WM1","Auto components 01 -WM"
"C00001900001_WM2","Auto components 01 -WM"
"C00001900002","Auto components 02"
"C00001900003","Raw Mat1"
"C00001900004","Raw Mat2"
"C00001900022","Raw Mat3"
"C1","Component"
"C1_TSAL","Higher Assembly C1"
"C1_TSAL_1","Higher Assembly C1"
"C2","component"
"C2_TSAL","Higher Assembly C2"
"C2_TSAL_1","Higher Assembly C2"
"CAP","glass cap"
"CAR","Formula 02 Car"
"CAR CONFIG","CAR BOM CONFIG"
"CAR1","Car Description"
"CAR11","Car 11"
"CARSG","CAR SG2000"
"CARSG VAR 1","CARSG Variant 1"
"CAR_1200","CAR 1200"
"CAR_1200 CC ENG","CAR 1200 CC ENGINE"
"CAR_1200_WHITE","CAR 1200 CC WHITE COLOR"
"CAR_2000","CAR 2000"
"CAR_2000 CC ENG","CAR 1200 CC ENGINE"
"CAR_BATTERY","BATTERY FOR CAR"
"CAR_FG1","CAR Finish Material"
"CAR_MATERIAL","CAR MATERIAL DETAILS"
"CAR_MATERIAL NEW","Car Material details"
"CAR_PISTON 1200 CC","CAR PISTON 1200 CC ENGINE"
"CAR_PISTON 2000 CC","CAR PISTON 2000 CC ENGINE"
"CAR_TEST","Test Car"
"CB-ALU-6060","Cylinder Block 2.0L – Machined FG"
"CB-ALU-6061","Aluminum Casting – Cylinder Block (Raw)"
"CB-ASSY-1L","Aluminum Casting – Cylinder Block (Raw)"
"CB-ASSY-2L","Cylinder Block 2.0L – Machined FG"
"CELL_1","Cell type 1"
"CFG_MATERIAL","Standard Configurable Material"
"CHAIN_1","Chain for Bike"
"CHAIN_GROUP_1","Chain Group for Bike"
"CHASSIS_ASG","ASG_Group_SP"
"CHASSIS_ASG_P1","CHASSIS_ASG_P1"
"CHECKING_MAT_01","Checking new Material"
"CHECKING_MAT_02","Checking new Material"
"CHECKING_MAT_03","Checking new Material"
"CHILD PART 1","Child Part 1 - Gear Case"
"CHILD PART 2","Child Part 1 - Gear Set"
"CJDAQ","Body Colour Roof"
"CJDAQ      -AA0NER","Fuji White Color Roof"
"CJDAQ      -AA0PEC","CJDAQ"
"CJDAQ      -AA8CAH","Firenze Red Color Roof"
"CJDAQ      -AA8PAB","Santorini Black Color Roof"
"CJDAS","Narvik Black-Black Contrast Roof"
"CJDAS      -AA0NER","CJDAS"
"CJDAS      -AA0PEC","Narvik Black Constract Color Roof"
"CJDAS      -AA8CAH","CJDAS"
"CJDAS      -AA8PAB","CJDAS"
"COLLECTOR HALB","HALB"
"COLLECTOR ROH 1","ROH"
"COM001","Computer 001"
"COM1001","Computer model 2001"
"COM1002","Computer model 2002"
"COM1003","Computer model 2003"
"COM1004","Computer model 2004"
"COM1005","Computer model 2005"
"COM2001","i5 laptop"
"COMP001","Computer model 2001"
"COMP002","Computer model 2001"
"COMP4001","personal computer"
"COMPUTER 1","COMPUTER 1"
"COMPUTER001","Computer 1"
"COMPUTER002","Computer 2"
"COMPUTER003","Computer 3"
"COMPUTER004","Computer 3"
"COMPUTER005","Computer 3"
"COMPUTER006","Computer 006"
"COMPUTER007","Computer 007"
"COMPUTER008","Computer 008"
"COMPUTER009","Computer 009"
"COMPUTER016","Computer 016"
"COMPUTER017","Computer 017"
"COMPUTER018","Computer 018"
"COMPUTER019","Computer 019"
"COMPUTER026","Computer 016"
"COMPUTER027","Computer 017"
"COMPUTER028","Computer 018"
"COMPUTER029","Computer 019"
"COMPUTER036","Computer 016"
"COMPUTER037","Computer 017"
"COMPUTER038","Computer 018"
"COMPUTER039","Computer 019"
"COMPUTER1040","COMPUTER VERSION 1040"
"COMPUTER2001","Computer model 2001"
"COMPUTER_001","Material genr. from recoding for demo"
"COMPUTER_002","Material genr. from recoding for demo"
"COMPUTER_003","Demo mat gen recording"
"COMPUTER_004","Demo mat gen recording"
"COMPUTER_005","Demo mat gen recording"
"COMPUTER_0090","COMPUTER1040 VERSION 2022"
"COMPUTER_0094","COMPUTER1040 VERSION 2022"
"COMPUTER_0095","COMPUTER1040 VERSION 2022"
"COMPUTER_0096","COMPUTER1040 VERSION 2022"
"COMPUTER_00960","computer"
"COMPUTER_1001","COMPUTER1040 VERSION 2022"
"COMPUTER_1002","COMPUTER1040 VERSION 2022"
"COMPUTER_1003","COMPUTER1040 VERSION 2022"
"COMPUTER_1004","COMPUTER1040 VERSION 2022"
"COMPUTER_1010","COMPUTER 1010 VERSION 2022"
"COMPUTER_1020","COMPUTER 1010 VERSION 2022"
"COMPUTER_1030","COMPUTER 1030 VERSION 2022"
"COMPUTER_1040","COMPUTER1040 VERSION 2022"
"COMPUTER_1044","COMPUTER44 VERSION"
"COMPUTER_1050","COMPUTER1050 VERSION 2022"
"COMPUTER_1060","COMPUTER1060 VERSION 2022"
"COMPUTER_1070","COMPUTER1070 VERSION 2022"
"COMPUTER_1080","COMPUTER1080 VERSION 2022"
"COMPUTER_10808","COMPUTER 10808 VERSION 2022"
"COMPUTER_1090","COMPUTER1090 VERSION 2022"
"COMPUTER_1098","COMPUTER1040 VERSION 2022"
